Log_Interval,10000,  uSec,,,,,,,,
Start,2023-07-26, 00:01:44,,,,,,,,
rec no,Acc x, Acc y, Acc z, Gyr x, Gyr y, Gyr z,Bat Cur.,Bat Volt,,
17660,-9.97,0.14,0.13,0.02,0.01,0.01,124,7,,
17661,-9.99,0.14,0.13,0.02,0,0.01,136,20,,
17662,-9.97,0.14,0.15,0.02,0,0.01,123,8,,
17663,-9.99,0.14,0.17,0.02,0.01,0.01,134,20,,
17664,-9.99,0.13,0.18,0.01,0.01,0.01,123,7,,
17665,-9.98,0.15,0.12,0.02,0.01,0.01,131,19,,
17666,-9.99,0.13,0.16,0.02,0.01,0.01,131,8,,
17667,-9.98,0.14,0.17,0.02,0.01,0,134,18,,
17668,-9.99,0.14,0.08,0.01,0.01,0.01,122,8,,
17669,-9.98,0.12,0.12,0.02,0.01,0.01,138,17,,
17670,-9.97,0.15,0.15,0.02,0.01,0.01,129,9,,
17671,-9.97,0.13,0.17,0.02,0.01,0.01,135,16,,
17672,-9.96,0.13,0.17,0.02,0,0.01,123,7,,
17673,-9.99,0.14,0.15,0.02,0.01,0.01,137,16,,
17674,-9.97,0.12,0.18,0.02,0,0.01,132,7,,
17675,-10.01,0.13,0.14,0.01,0.01,0.01,131,17,,
17676,-9.99,0.14,0.17,0.02,0.01,0.01,126,8,,
17677,-9.98,0.17,0.13,0.01,0.01,0.01,133,16,,
17678,-9.98,0.13,0.18,0.01,0.01,0.01,130,8,,
17679,-9.96,0.13,0.3,0.01,0.01,0.01,131,18,,
17680,-9.8,0.14,0.16,0.02,0.01,0.01,131,9,,
17681,-9.98,0.13,0.16,0.02,0.01,0,135,16,,
17682,-9.99,0.12,0.13,0.02,0,0.01,133,8,,
17683,-9.96,0.17,0.13,0.02,0.01,0.01,127,17,,
17684,-9.99,0.15,0.17,0.02,0.01,0.01,130,8,,
17685,-9.98,0.13,0.01,0.02,0.01,0.01,128,16,,
17686,-9.98,0.13,0.16,0.02,0,0.01,128,9,,
17687,-9.99,0.14,0.15,0.02,0,0.01,132,15,,
17688,-9.98,0.14,0.11,0.02,0.01,0.01,134,10,,
17689,-9.98,0.14,0.13,0.01,0,0.01,132,16,,
17690,-9.98,0.14,0.16,0.01,0,0.01,127,9,,
17691,-9.98,0.13,0.17,0.02,0.01,0.01,131,15,,
17692,-9.96,0.13,0.16,0.02,0.01,0.01,128,11,,
17693,-9.97,0.15,0.14,0.01,0.01,0,126,15,,
17694,-9.99,0.13,0.12,0.02,0.01,0.01,137,9,,
17695,-9.97,0.15,0.15,0.02,0.01,0.01,131,14,,
17696,-9.99,0.15,0.17,0.02,0.01,0.01,129,10,,
17697,-10,0.02,0.11,0.02,0,0.01,123,15,,
17698,-9.98,0.16,0.14,0.01,0.01,0.01,132,12,,
17699,-9.99,0.13,0.14,0.02,0,0.01,126,15,,
17700,-9.99,0.12,0.21,0.02,0,0.01,131,11,,
17701,-9.96,0.14,0.16,0.02,0.01,0.01,125,14,,
17702,-9.99,0.14,0.14,0.01,0.01,0.01,139,13,,
17703,-9.97,0.14,0.16,0.02,0.01,0.01,123,14,,
17704,-9.99,0.14,0.16,0.01,0.01,0.01,135,14,,
17705,-9.96,0.14,0.16,0.01,0.01,0.01,131,15,,
17706,-10,0.12,0.09,0.02,0.01,0.01,139,14,,
17707,-9.99,0.13,0.14,0.02,0.01,0.01,122,12,,
17708,-9.98,0.12,0.14,0.02,0.01,0.01,135,13,,
17709,-9.97,0.14,0.15,0.02,0.01,0.01,126,13,,
17710,-10.01,0.15,0.18,0.02,0.01,0,138,13,,
17711,-9.98,0.12,0.17,0.02,0.01,0.01,122,14,,
17712,-9.97,0.14,0.19,0.02,0.01,0.01,133,15,,
17713,-9.97,0.12,0.16,0.02,0.01,0.01,129,13,,
17714,-9.98,0.14,0.15,0.02,0.01,0.01,134,14,,
17715,-9.98,0.12,0.16,0.02,0.01,0.01,129,11,,
17716,-9.98,0.16,0.16,0.02,0.01,0.01,135,15,,
17717,-9.97,0.14,0.23,0.02,0.01,0.01,129,14,,
17718,-9.99,0.14,0.17,0.01,0,0.01,135,16,,
17719,-9.99,0.14,0.17,0.02,0,0.01,120,12,,
17720,-9.97,0.14,0.19,0.02,0.01,0.01,141,17,,
17721,-9.99,0.14,0.13,0.02,0.01,0.01,127,14,,
17722,-9.98,0.12,0.15,0.02,0.01,0.01,139,18,,
17723,-9.99,0.13,0.21,0.02,0,0.01,126,12,,
17724,-10,0.14,0.17,0.01,0.01,0.01,142,18,,
17725,-9.97,0.15,0.14,0.02,0,0.01,121,13,,
17726,-9.97,0.14,0.16,0.01,0,0.01,141,16,,
17727,-9.99,0.14,0.14,0.02,0.01,0.01,126,11,,
17728,-9.99,0.13,0.16,0.02,0.01,0.01,138,18,,
17729,-9.97,0.14,0.12,0.01,0.01,0.01,128,11,,
17730,-9.96,0.14,0.15,0.02,0.01,0.01,137,18,,
17731,-10,0.13,0.16,0.02,0.01,0.01,125,14,,
17732,-9.99,0.12,0.13,0.02,0.01,0.01,136,21,,
17733,-9.96,0.13,0.16,0.02,0.01,0.01,121,11,,
17734,-9.98,0.14,0.14,0.02,0.01,0.01,139,21,,
17735,-9.97,0.15,0.14,0.02,0,0.01,125,11,,
17736,-9.97,0.14,0.15,0.02,0.01,0,138,22,,
17737,-10,0.15,0.3,0.02,0.01,0.01,122,12,,
17738,-10,0.14,0.15,0.02,0,0.01,141,21,,
17739,-9.97,0.14,0.15,0.02,0.01,0.01,125,11,,
17740,-9.99,0.12,0.3,0.02,0.01,0.01,138,23,,
17741,-9.99,0.16,0.21,0.01,0.01,0.01,120,11,,
17742,-9.97,0.15,0.14,0.02,0.01,0.01,140,21,,
17743,-9.96,0.16,0.12,0.02,0.01,0,122,10,,
17744,-9.97,0.14,0.14,0.02,0,0.01,144,23,,
17745,-9.97,0.13,0.15,0.02,0.01,0.01,118,10,,
17746,-9.96,0.12,0.07,0.02,0.01,0.01,143,21,,
17747,-9.99,0.13,0.18,0.02,0.01,0,119,11,,
17748,-9.99,0.14,0.14,0.02,0,0.01,143,23,,
17749,-9.98,0.14,0.14,0.02,0.01,0.01,119,12,,
17750,-9.98,0.16,0.15,0.01,0.01,0.01,140,22,,
17751,-9.99,0.15,0.16,0.02,0,0.01,124,12,,
17752,-9.98,0.14,0.13,0.02,0.01,0.01,144,23,,
17753,-9.99,0.13,0.16,0.02,0.01,0.01,125,11,,
17754,-9.97,0.14,0.16,0.02,0.01,0.01,139,23,,
17755,-9.97,0.1,0.15,0.02,0.01,0.01,122,10,,
17756,-9.98,0.13,0.16,0.02,0.01,0.01,146,22,,
17757,-9.98,0.12,0.17,0.02,0,0.01,117,9,,
17758,-9.99,0.16,0.17,0.02,0.01,0.01,144,23,,
17759,-9.98,0.14,0.17,0.02,0.01,0.01,118,9,,
17760,-9.99,0.14,0.14,0.02,0.01,0.01,145,23,,
17761,-9.99,0.13,0.16,0.02,0,0.01,116,10,,
17762,-9.97,0.14,0.15,0.02,0,0.01,145,25,,
17763,-10,0.13,0.17,0.02,0.01,0,121,9,,
17764,-10,0.14,0.2,0.02,0.01,0.01,138,24,,
17765,-10,0.13,0.17,0.02,0.01,0.01,118,10,,
17766,-9.99,0.15,0.15,0.02,0,0.01,144,22,,
17767,-9.98,0.12,0.16,0.02,0.01,0.01,119,9,,
17768,-9.98,0.13,0.17,0.02,0,0.01,137,24,,
17769,-9.99,0.13,0.14,0.02,0.01,0.01,126,10,,
17770,-10.01,0.15,0.17,0.02,0.01,0.01,144,22,,
17771,-10,0.13,0.14,0.02,0.01,0.01,124,9,,
17772,-9.98,0.15,0.2,0.02,0.01,0.01,145,23,,
17773,-9.98,0.16,0.14,0.02,0.01,0.01,125,10,,
17774,-9.98,0.14,0.16,0.02,0.01,0.01,139,24,,
17775,-9.97,0.13,0.09,0.01,0.01,0.01,122,11,,
17776,-9.97,0.15,0.13,0.02,0.01,0.01,138,24,,
17777,-9.98,0.14,0.16,0.02,0.01,0.01,125,10,,
17778,-9.97,0.13,0.14,0.02,0,0.01,138,24,,
17779,-9.93,0.14,0.14,0.01,0.01,0.01,120,10,,
17780,-10,0.15,0.16,0.01,0.01,0.01,138,26,,
17781,-9.99,0.14,0.17,0.02,0,0.01,121,8,,
17782,-9.98,0.15,0.17,0.02,0.01,0.01,141,24,,
17783,-9.95,0.14,0.17,0.01,0.01,0.01,120,9,,
17784,-9.98,0.15,0.13,0.01,0.01,0.01,141,24,,
17785,-9.99,0.12,0.14,0.02,0,0.01,121,8,,
17786,-9.96,0.12,0.14,0.02,0,0.01,137,24,,
17787,-9.99,0.14,0.15,0.01,0,0.01,126,9,,
17788,-9.97,0.13,0.14,0.02,0.01,0.01,136,23,,
17789,-9.98,0.14,0.16,0.02,0.01,0.01,125,10,,
17790,-9.96,0.14,0.08,0.02,0.01,0.01,139,23,,
17791,-9.97,0.14,0.14,0.02,0,0.01,120,9,,
17792,-9.99,0.14,0.14,0.02,0,0.01,137,21,,
17793,-9.99,0.13,0.17,0.02,0.01,0.01,120,10,,
17794,-9.99,0.15,0.17,0.02,0.01,0.01,145,24,,
17795,-9.97,0.15,0.16,0.02,0.01,0.01,125,9,,
17796,-9.98,0.14,0.2,0.02,0.01,0.01,134,22,,
17797,-9.96,0.13,0.18,0.01,0.01,0.01,128,8,,
17798,-10,0.15,0.17,0.02,0.01,0.01,142,23,,
17799,-9.96,0.15,0.12,0.02,0,0.01,121,7,,
17800,-9.97,0.14,0.17,0.02,0.01,0.01,141,22,,
17801,-9.99,0.14,0.01,0.02,0.01,0.01,124,8,,
17802,-9.97,0.13,0.1,0.01,0.01,0.01,140,22,,
17803,-10,0.14,0.16,0.02,0.01,0.01,122,10,,
17804,-9.99,0.12,0.17,0.01,0.01,0.01,134,21,,
17805,-9.99,0.11,0.14,0.02,0,0.01,126,7,,
17806,-9.99,0.14,0.18,0.01,0.01,0.01,139,20,,
17807,-9.99,0.28,0.21,0.02,0.01,0.01,120,8,,
17808,-9.98,0.13,0.19,0.02,0,0.01,139,20,,
17809,-10,0.14,0.16,0.01,0.01,0.01,126,9,,
17810,-9.99,0.14,0.09,0.02,0.01,0.01,132,21,,
17811,-9.99,0.15,0.13,0.02,0.01,0.01,128,9,,
17812,-9.97,0.12,0.16,0.02,0.01,0.01,139,20,,
17813,-9.97,0.14,0.12,0.02,0.01,0.01,124,7,,
17814,-9.98,0.15,0.14,0.02,0.01,0.01,137,20,,
17815,-10,0.14,0.18,0.02,0.01,0.01,126,8,,
17816,-9.97,0.12,0.24,0.02,0.01,0.01,137,21,,
17817,-10,0.14,0.17,0.02,0,0.01,129,7,,
17818,-9.97,0.15,0.16,0.02,0.01,0.01,136,20,,
17819,-9.98,0.16,0.21,0.02,0.01,0.01,125,8,,
17820,-9.97,0.13,0.16,0.02,0.01,0.01,139,19,,
17821,-9.97,0.13,0.14,0.02,0.01,0,126,6,,
17822,-10,0.14,0.09,0.01,0.01,0.01,134,18,,
17823,-9.97,0.15,0.17,0.02,0.01,0.01,125,7,,
17824,-9.99,0.15,0.15,0.02,0.01,0.01,136,18,,
17825,-9.98,0.14,0.12,0.01,0.01,0.01,129,9,,
17826,-9.98,0.13,0.18,0.02,0.01,0.01,134,16,,
17827,-9.97,0.14,0.3,0.02,0.01,0.01,131,8,,
17828,-9.97,0.13,0.2,0.02,0.01,0.01,127,17,,
17829,-9.97,0.14,0.18,0.02,0.01,0,125,8,,
17830,-10,0.13,0.02,0.02,0.01,0.01,132,17,,
17831,-9.97,0.14,0.11,0.01,0.01,0.01,125,7,,
17832,-9.97,0.13,0.16,0.02,0.01,0.01,130,17,,
17833,-9.97,0.14,0.21,0.02,0,0.01,132,9,,
17834,-9.97,0.13,0.18,0.02,0.01,0.01,134,16,,
17835,-9.98,0.16,0.17,0.02,0.01,0.01,127,7,,
17836,-9.98,0.13,0.2,0.02,0.01,0.01,135,17,,
17837,-9.96,0.14,0.15,0.01,0.01,0.01,136,10,,
17838,-9.97,0.14,0.15,0.02,0.01,0.01,127,16,,
17839,-9.99,0.13,0.11,0.01,0.01,0,135,9,,
17840,-9.98,0.13,0.16,0.02,0.01,0.01,127,16,,
17841,-10,0.14,0.15,0.02,0.01,0.01,135,8,,
17842,-9.98,0.29,0.1,0.02,0.01,0.01,131,15,,
17843,-10,0.14,0.14,0.02,0.01,0.01,129,9,,
17844,-9.98,0.12,0.15,0.02,0.01,0.01,125,15,,
17845,-10,0.13,0.2,0.02,0,0.01,126,9,,
17846,-9.97,0.11,0.15,0.02,0.01,0.01,131,16,,
17847,-9.97,0.13,0.16,0.02,0.01,0.01,130,11,,
17848,-9.99,0.14,0.17,0.02,0.01,0.01,126,14,,
17849,-9.99,0.14,0.15,0.02,0,0.01,132,11,,
17850,-9.99,0.13,0.15,0.02,0,0.01,133,15,,
17851,-9.97,0.12,0.1,0.02,0.01,0.01,138,10,,
17852,-9.99,0.16,0.18,0.02,0.01,0.01,122,14,,
17853,-9.98,0.15,0,0.02,0.01,0.01,132,10,,
17854,-9.99,0.15,0.2,0.02,0.01,0.01,130,14,,
17855,-9.98,0.13,0.15,0.02,0,0.01,139,11,,
17856,-10,0.13,0.15,0.02,0.01,0.01,125,14,,
17857,-10,0.13,0.19,0.02,0.01,0.01,131,12,,
17858,-9.98,0.13,0.16,0.02,0,0.01,122,14,,
17859,-9.95,0.13,0.15,0.02,0.01,0.01,132,12,,
17860,-9.98,0.15,0.12,0.01,0,0.01,122,13,,
17861,-9.97,0.14,0.16,0.02,0.01,0.01,140,14,,
17862,-9.98,0.14,0.16,0.02,0,0.01,122,16,,
17863,-9.99,0.14,0.13,0.02,0.01,0.01,133,15,,
17864,-9.98,0.15,0.14,0.02,0.01,0.01,123,13,,
17865,-9.99,0.14,0.17,0.02,0.01,0.01,139,14,,
17866,-9.98,0.12,0.18,0.02,0.01,0.01,123,15,,
17867,-9.99,0.13,0.17,0.02,0.01,0.01,142,15,,
17868,-9.98,0.14,0.16,0.02,0.01,0.01,122,14,,
17869,-9.96,0.14,0.15,0.02,0.01,0.01,134,16,,
17870,-9.97,0.13,0.17,0.02,0.01,0.01,123,12,,
17871,-9.97,0.14,0.2,0.02,0,0.01,142,17,,
17872,-9.97,0.14,0.15,0.02,0.01,0.01,124,12,,
17873,-9.97,0.13,0.15,0.02,0.01,0.01,141,15,,
17874,-9.97,0.14,0.11,0.02,0.01,0.01,127,14,,
17875,-9.98,0.15,0.15,0.02,0.01,0.01,141,16,,
17876,-9.99,0.13,0.13,0.02,0.01,0.01,119,12,,
17877,-9.98,0.13,0.17,0.02,0.01,0.01,142,18,,
17878,-9.99,0.14,0.17,0.02,0.01,0.01,123,13,,
17879,-9.98,0.13,0.15,0.02,0.01,0.01,143,19,,
17880,-9.97,0.17,0.15,0.02,0.01,0.01,123,14,,
17881,-9.97,0.14,0.15,0.02,0.01,0.01,136,20,,
17882,-9.98,0.15,0.3,0.02,0,0.01,123,12,,
17883,-9.99,0.13,0.14,0.02,0.01,0.01,143,20,,
17884,-9.99,0.14,0.15,0.02,0.01,0.01,122,12,,
17885,-9.97,0.14,0.17,0.02,0.01,0.01,140,20,,
17886,-10,0.14,0.16,0.02,0.01,0.01,127,13,,
17887,-10,0.12,0.15,0.02,0.01,0.01,138,21,,
17888,-9.99,0.12,0.21,0.02,0.01,0.01,121,12,,
17889,-9.99,0.15,0.17,0.02,0,0.01,140,20,,
17890,-9.99,0.14,0.16,0.02,0.01,0.01,126,12,,
17891,-9.98,0.14,0.11,0.02,0.01,0.01,145,20,,
17892,-9.99,0.14,0.14,0.02,0.01,0.01,119,12,,
17893,-9.97,0.12,0.15,0.02,0.01,0.01,140,20,,
17894,-9.97,0.13,0.1,0.02,0.01,0.01,121,13,,
17895,-9.95,0.14,0.14,0.02,0.01,0.01,146,20,,
17896,-9.96,0.13,0.16,0.02,0.01,0.01,118,11,,
17897,-9.98,0.28,0.16,0.02,0.01,0.01,137,21,,
17898,-10,0.14,0.17,0.02,0.01,0.01,119,10,,
17899,-9.98,0.13,0.15,0.02,0.01,0.01,138,21,,
17900,-9.98,0.15,0.2,0.02,0.01,0.01,121,11,,
17901,-10,0.13,0.15,0.01,0.01,0.01,145,24,,
17902,-9.99,0.13,0.14,0.02,0.01,0.01,123,10,,
17903,-9.99,0.16,0.17,0.02,0.01,0.01,136,23,,
17904,-9.98,0.13,0.18,0.02,0.01,0.01,120,11,,
17905,-9.99,0.12,0.19,0.02,0.01,0.01,145,24,,
17906,-9.98,0.14,0.2,0.02,0.01,0.01,122,11,,
17907,-9.97,0.14,0.14,0.02,0,0.01,141,24,,
17908,-9.99,0.15,0.31,0.02,0.01,0.01,118,11,,
17909,-9.98,0.15,0.16,0.02,0,0.01,138,23,,
17910,-9.97,0.12,0.14,0.02,0.01,0.01,120,11,,
17911,-9.98,0.13,0.16,0.01,0.01,0.01,140,22,,
17912,-9.99,0.13,0.16,0.02,0.01,0.01,116,11,,
17913,-9.99,0.15,0.16,0.02,0.01,0.01,140,25,,
17914,-10.01,0.13,0.22,0.01,0.01,0.01,121,12,,
17915,-9.99,0.13,0.17,0.02,0.01,0.01,144,25,,
17916,-9.99,0.14,0.17,0.02,0.01,0.01,125,10,,
17917,-9.97,0.13,0.16,0.01,0.01,0.01,137,24,,
17918,-9.98,0.15,0.19,0.01,0.01,0.01,124,9,,
17919,-9.99,0.15,0.16,0.02,0.01,0.01,139,25,,
17920,-9.98,0.13,0.2,0.02,0.01,0.01,121,9,,
17921,-9.95,0.12,0.17,0.02,0.01,0,144,24,,
17922,-9.97,0.13,0.14,0.02,0.01,0.01,122,10,,
17923,-9.99,0.13,0.17,0.02,0.01,0.01,139,25,,
17924,-9.98,0.14,0.14,0.01,0,0.01,120,10,,
17925,-9.97,0.14,0.14,0.01,0.01,0.01,138,24,,
17926,-10,0.13,0.1,0.02,0.01,0.01,119,10,,
17927,-9.99,0.13,0.18,0.02,0,0.01,146,24,,
17928,-9.97,0.13,0.15,0.02,0.01,0.01,125,9,,
17929,-9.97,0.14,0.11,0.02,0.01,0.01,144,24,,
17930,-9.99,0.14,0.15,0.02,0.01,0.01,125,10,,
17931,-9.97,0.14,0.29,0.02,0.01,0.01,146,24,,
17932,-10,0.12,0.19,0.02,0,0.01,117,11,,
17933,-9.96,0.14,0.14,0.02,0.01,0.01,137,24,,
17934,-9.96,0.15,0.02,0.02,0.01,0.01,123,10,,
17935,-9.98,0.14,0.16,0.02,0.01,0.01,140,24,,
17936,-9.96,0.14,0.15,0.01,0,0.01,119,9,,
17937,-9.98,0.13,0.15,0.02,0,0.01,142,23,,
17938,-9.97,0.12,0.18,0.02,0.01,0.01,125,8,,
17939,-9.97,0.15,0.15,0.01,0.01,0.01,136,25,,
17940,-9.97,0.13,0.14,0.02,0.01,0.01,124,10,,
17941,-9.98,0.15,0.15,0.02,0.01,0.01,140,22,,
17942,-9.96,0.13,0.16,0.02,0,0.01,126,8,,
17943,-9.99,0.12,0.17,0.02,0.01,0.01,137,22,,
17944,-9.98,0.13,0.15,0.02,0.01,0.01,123,9,,
17945,-9.99,0.17,0.15,0.02,0.01,0.01,137,22,,
17946,-9.98,0.15,0.17,0.02,0.01,0.01,119,9,,
17947,-9.98,0.15,0.17,0.02,0,0.01,140,24,,
17948,-10,0.15,0.15,0.02,0.01,0.01,119,8,,
17949,-9.96,0.26,0.2,0.02,0.01,0.01,138,21,,
17950,-9.98,0.13,0.19,0.02,0.01,0.01,119,9,,
17951,-9.97,0.14,0.16,0.02,0.01,0.01,137,23,,
17952,-10.01,0.15,0.2,0.02,0.01,0.01,124,10,,
17953,-9.98,0.12,0.15,0.02,0.01,0.01,141,23,,
17954,-9.98,0.14,0.17,0.02,0.01,0.01,121,8,,
17955,-9.98,0.16,0.14,0.02,0,0.01,140,22,,
17956,-9.98,0.14,0.17,0.02,0.01,0.01,122,7,,
17957,-9.99,0.14,0.16,0.01,0.01,0.01,141,23,,
17958,-9.96,0.11,0.17,0.02,0,0.01,120,11,,
17959,-9.99,0.13,0.15,0.02,0,0.01,136,21,,
17960,-9.98,0.15,0.17,0.02,0.01,0.01,125,7,,
17961,-9.98,0.13,0.12,0.02,0,0.01,134,22,,
17962,-9.98,0.16,0.15,0.02,0,0.01,126,9,,
17963,-9.96,0.12,0.01,0.02,0.01,0.01,136,22,,
17964,-9.98,0.14,0.19,0.02,0,0.01,129,11,,
17965,-10,0.13,0.15,0.02,0.01,0.01,135,20,,
17966,-9.97,0.16,0.02,0.02,0,0.01,130,9,,
17967,-10,0.14,0.15,0.01,0.01,0.01,137,19,,
17968,-9.98,0.15,0.16,0.02,0.01,0.01,122,8,,
17969,-9.98,0.13,0.3,0.02,0,0.01,134,19,,
17970,-9.98,0.15,0.17,0.02,0,0.01,121,7,,
17971,-9.99,0.14,0.15,0.02,0.01,0.01,136,20,,
17972,-9.97,0.12,0.11,0.02,0,0.01,122,9,,
17973,-9.97,0.14,0.12,0.02,0.01,0.01,132,20,,
17974,-10,0.15,0.16,0.01,0.01,0.01,126,6,,
17975,-10,0.14,0.12,0.01,0.01,0.01,129,18,,
17976,-9.98,0.13,0.17,0.02,0.01,0.01,123,6,,
17977,-9.98,0.15,0.15,0.02,0,0.01,130,17,,
17978,-9.98,0.14,0.14,0.02,0.01,0.01,127,9,,
17979,-9.97,0.14,0.13,0.02,0,0.01,136,19,,
17980,-9.97,0.13,0.15,0.02,0.01,0.01,133,6,,
17981,-9.99,0.14,0.07,0.02,0.01,0.01,135,18,,
17982,-9.98,0.12,0.14,0.02,0.01,0.01,132,6,,
17983,-9.99,0.13,0.13,0.02,0.01,0.01,128,16,,
17984,-9.96,0.14,0.2,0.02,0.01,0.01,133,7,,
17985,-10,0.13,0.17,0.02,0.01,0.01,136,16,,
17986,-9.98,0.14,0.14,0.01,0.01,0.01,126,7,,
17987,-9.99,0.12,0.17,0.02,0.01,0.01,135,16,,
17988,-9.97,0.14,0.15,0.01,0.01,0.01,132,8,,
17989,-9.97,0.14,0.16,0.02,0.01,0,126,17,,
17990,-10,0.12,0.15,0.02,0.01,0.01,125,7,,
17991,-9.98,0.14,0.14,0.01,0.01,0.01,132,16,,
17992,-9.99,0.15,0.16,0.02,0,0.01,135,9,,
17993,-9.98,0.13,0.21,0.02,0.01,0.01,126,18,,
17994,-9.99,0.13,0.15,0.02,0.01,0.01,134,9,,
17995,-9.98,0.13,0.14,0.02,0,0.01,126,17,,
17996,-10,0.14,0.19,0.02,0.01,0.01,132,9,,
17997,-9.97,0.14,0.15,0.02,0.01,0.01,128,17,,
17998,-9.98,0.15,0.3,0.02,0,0.01,130,9,,
17999,-9.99,0.15,0.15,0.02,0.01,0.01,132,14,,
18000,-9.98,0.14,0.16,0.02,0.01,0.01,130,9,,
18001,-9.99,0.16,0.04,0.01,0.01,0.01,127,16,,
18002,-9.99,0.13,0.18,0.01,0.01,0,131,9,,
18003,-10,0.13,0.16,0.02,0.01,0.01,133,14,,
18004,-9.99,0.13,0.21,0.02,0.01,0,129,11,,
18005,-9.96,0.14,0.16,0.02,0,0.01,124,13,,
18006,-10.01,0.13,0.17,0.02,0,0.01,132,12,,
18007,-9.99,0.14,0.22,0.02,0.01,0.01,123,14,,
18008,-9.99,0.13,0.16,0.02,0.01,0.01,130,12,,
18009,-9.98,0.13,0.16,0.02,0.01,0.01,123,14,,
18010,-9.99,0.14,0.1,0.02,0.01,0.01,140,12,,
18011,-9.96,0.16,0.15,0.02,0.01,0.01,124,15,,
18012,-9.98,0.12,0.15,0.02,0.01,0.01,138,12,,
18013,-9.97,0.15,0.13,0.02,0.01,0.01,123,13,,
18014,-10,0.13,0.14,0.01,0.01,0.01,141,13,,
18015,-9.96,0.13,0.13,0.02,0.01,0.01,123,14,,
18016,-10,0.15,0.13,0.02,0.01,0.01,138,16,,
18017,-9.99,0.14,0.14,0.02,0.01,0,126,12,,
18018,-9.99,0.14,0.16,0.02,0.01,0.01,132,14,,
18019,-9.99,0.14,0.24,0.02,0.01,0.01,130,14,,
18020,-9.97,0.13,0.15,0.02,0.01,0.01,139,17,,
18021,-9.99,0.14,0.14,0.02,0.01,0.01,119,15,,
18022,-9.98,0.11,0.1,0.02,0,0.01,132,13,,
18023,-9.96,0.14,0.16,0.02,0.01,0.01,123,12,,
18024,-10,0.11,0.15,0.01,0.01,0.01,137,14,,
18025,-9.98,0.12,0.18,0.02,0.01,0.01,124,15,,
18026,-9.99,0.12,0.14,0.02,0.01,0.01,136,14,,
18027,-9.97,0.14,0.17,0.02,0.01,0.01,120,14,,
18028,-10,0.15,0.12,0.02,0.01,0,142,16,,
18029,-9.99,0.13,0.16,0.02,0,0.01,120,14,,
18030,-9.97,0.15,0,0.02,0.01,0,143,18,,
18031,-10.02,0.13,0.15,0.01,0.01,0.01,118,13,,
18032,-10,0.13,0.15,0.02,0.01,0.01,136,18,,
18033,-9.99,0.14,0.16,0.02,0,0.01,127,14,,
18034,-9.99,0.14,0.2,0.02,0.01,0.01,137,20,,
18035,-9.96,0.15,0.15,0.02,0.01,0.01,120,12,,
18036,-9.98,0.15,0.18,0.02,0.01,0.01,141,18,,
18037,-9.98,0.15,0.13,0.02,0.01,0.01,120,13,,
18038,-9.99,0.15,0.16,0.02,0.01,0.01,135,20,,
18039,-9.96,0.14,0.07,0.02,0.01,0.01,120,13,,
18040,-9.95,0.12,0.11,0.02,0.01,0.01,143,19,,
18041,-9.99,0.12,0.19,0.02,0.01,0.01,124,12,,
18042,-9.98,0.01,0.23,0.02,0.01,0.01,143,21,,
18043,-10.02,0.13,0.15,0.02,0.01,0.01,122,11,,
18044,-9.99,0.14,0.17,0.01,0,0.01,144,21,,
18045,-9.98,0.14,0.2,0.02,0,0.01,119,12,,
18046,-9.98,0.13,0.18,0.02,0,0.01,140,21,,
18047,-9.98,0.13,0.15,0.02,0,0.01,118,12,,
18048,-9.97,0.13,0.14,0.02,0.01,0.01,139,22,,
18049,-10,0.14,0.15,0.02,0,0.01,120,11,,
18050,-10,0.13,0.17,0.02,0.01,0.01,138,21,,
18051,-9.98,0.12,0.13,0.02,0.01,0.01,120,13,,
18052,-9.97,0.12,0.15,0.01,0.01,0.01,146,22,,
18053,-9.98,0.14,0.15,0.02,0.01,0.01,117,11,,
18054,-9.97,0.12,0.16,0.02,0.01,0.01,141,21,,
18055,-9.99,0.15,0.15,0.02,0.01,0.01,117,12,,
18056,-9.98,0.13,0.13,0.02,0.01,0.01,144,23,,
18057,-9.97,0.13,0.16,0.02,0,0.01,126,11,,
18058,-9.99,0.14,0.14,0.02,0,0.01,147,23,,
18059,-9.96,0.14,0.14,0.02,0.01,0.01,126,9,,
18060,-10,0.12,0.07,0.02,0.01,0.01,146,22,,
18061,-9.98,0.15,0.14,0.01,0.01,0.01,117,9,,
18062,-9.99,0.12,0.29,0.02,0,0.01,139,22,,
18063,-9.99,0.14,0.16,0.01,0.01,0.01,125,12,,
18064,-9.97,0.13,0.15,0.02,0.01,0.01,139,24,,
18065,-9.99,0.14,0.02,0.02,0,0.01,121,9,,
18066,-9.99,0.14,0.15,0.02,0.01,0.01,147,24,,
18067,-9.99,0.13,0.16,0.02,0.01,0.01,116,11,,
18068,-9.99,0.15,0.13,0.02,0.01,0.01,138,25,,
18069,-9.96,0.13,0.16,0.02,0.01,0.01,121,12,,
18070,-9.98,0.14,0.15,0.02,0.01,0.01,147,23,,
18071,-9.97,0.12,0.18,0.02,0.01,0.01,125,11,,
18072,-9.98,0.15,0.15,0.02,0,0.01,138,23,,
18073,-9.97,0.13,0.14,0.01,0.01,0.01,117,10,,
18074,-9.97,0.13,0.1,0.02,0.01,0.01,143,25,,
18075,-9.98,0.14,0.17,0.02,0.01,0.01,122,8,,
18076,-9.98,0.15,0.16,0.02,0,0.01,145,24,,
